,text,target
436,"Кукла оказалась очень дешевой и из дешёвой пластмассы. Каждый раз, когда дочка её берёт в руки, она начинает скрипеть и трескаться.",товары для детей
437,"Кукла пришла через неделю, но доставка заняла почти месяц. Кроме того, деньги за товар не вернули, пока не открыли спор.",товары для детей
438,"Кукла очень мягкая на ощупь, но у неё отсутствуют глаза и рот, что делает её некомфортной для игры.",нет товара
439,"Посылка пришла быстро, но коробка была повреждена, и кукла внутри тоже. Часть денег вернули, но это не решает проблему.",нет товара
440,Машинка приехала в отличном состоянии и очень понравилась моему ребенку. Он в восторге каждый раз просит ее поиграть.,товары для детей
441,"Машинка была сшина очень плохо, сразу же сломалась после нескольких минут использования. Качество оставляет желать лучшего.",товары для детей
442,"Заказал машинку для своего сына, но доставка заняла почти месяц. Когда машинка пришла, уже было поздно, сын уехал в школу. Деньги вернули, но время потерял.",товары для детей
443,Машинка пришла со сколом на кузове и одна из колесных деталей была оторвана. Пришлось отправить её обратно.,товары для детей
444,"Посылка не была доставлена по указанному адресу, а была отправлена другой человеку. Продавец сказал, что это их ошибка, но деньги вернули.",нет товара
445,"Коляска просто отличная! Удобная, качественная и безопасная. Ребенок в ней спокойно спит всю ночь. Спасибо продавцу!",товары для детей
446,Коляска не соответствует описанию. Ходовые колеса постоянно скрипят и не обеспечивают комфорт при передвижении. Очень разочарован,товары для детей
447,"Продавец вообще не отправил коляску, уже два месяца мучаюсь. Деньги тоже не вернули, ужасная компания.",нет товара
448,"Нет ручек для переноски, ткань на сидении колется, а также неудобные подножки. Ничего хорошего сказать не могу",товары для детей
449,"На рост 175 см коротковата, доставка заняла две недели. Спасибо за быструю доставку!",нет товара
450,"Соска для моей дочки просто идеальна! Она ее любит и использует постоянно. Качество отличное, материал мягкий и приятный на ощупь.",товары для детей
451,Соска оказалась очень маленькой по сравнению с размером моей дочки. Она не подошла совсем и дочке было неудобно ее использовать. Качество оставляет желать лучшего.,товары для детей
452,"Соска пришла очень быстро, но когда я узнала, что она не подходит по размеру, сразу открыла спор. Процесс возврата денег затянулся на две недели, что очень разочаровало.",товары для детей
453,"Купила соску для своего ребенка, но качество ткани оставляет желать лучшего. Она очень тонкая и легко порвется. Цвет также отличается от того, который был на фотографии.",нет товара
454,"Соска пришла очень быстро, но доставка заняла всего неделю, а не три месяца как обещали. Упаковка была в порядке, но я ожидала большего времени доставки.",нет товара
455,"Всегда покупаю подгузники этой марки для своего ребенка, и всегда довольна покупкой. Они удобные и моему малышу нравятся.",товары для детей
456,"Подгузники оказались очень некачественными, промокают даже при минимальном давлении. Моему ребенку они совсем не подходят.",товары для детей
457,"Заказала подгузники, но они так и не пришли. Деньги вернули, но доставка заняла больше месяца. Очень разочарована.",товары для детей
458,Плотность ткани подгузников не соответствует описанию на сайте. Она очень тонкая и не обеспечивает должной защиты.,товары для детей
459,"Посылка пришла очень быстро, но упаковка была сломана, а внутри ничего не было. Деньги вернули, но это не решает проблемы.",нет товара
460,"Кроватка для моей дочери просто отличная! Она удобная и вместительная, а также легко убирается после использования. Дочь спит спокойно и хорошо.",товары для детей
461,"Кроватка оставила желать лучшего. Ткань начала линять уже через неделю использования, а внутренние части стали вонять. Я очень расстроена этим приобретением.",товары для детей
462,"Купила кроватку для дочки, но она не пришла два дня. В конце концов, мне вернули деньги, но это было слишком долго и бесполезно.",товары для детей
463,"Кроватка была мягкой, но после нескольких дней использования начали появляться пятна на ткани, которые никак не отстирываются. Очень разочарована.",товары для детей
464,"Пришло что-то похожее на коробку для кроватки, но внутри оказалась лишь упаковочная бумага. Деньги вернули, но доставка заняла больше месяца.",нет товара
465,Автокресло просто отличное! Мой ребенок в него прекрасно поместился и чувствует себя комфортно. Спасибо продавцу!,товары для детей
466,"Автокресло пришло с браком. Внутренний ремень был сломан, когда его распаковывала. Вернула его обратно и продавец пока не вернул деньги.",товары для детей
467,"Заказал автокресло, но оно так и не прибыло. Деньги вернули только через неделю после того, как я открыл спор.",нет товара
468,Кожа на заднем сидении стала рваться после нескольких использований. Автокресло не соответствовало заявленному качеству.,товары для детей
469,"Доставка была платной, но трек не отслеживался вообще. После того как я обратился в службу поддержки, деньги вернули только через неделю.",нет товара
470,Этот самокат просто отличный! Дочка очень довольна и каждый день просит ездить на нем кататься. Очень удобный и прочный.,товары для детей
471,"Заказал самокат для сына, но когда пришел, оказалось, что он сломан сразу же после первой езды. Край колеса оторвался и теперь ребенок боится кататься. Продавец обещал вернуть деньги, но до сих пор не ответил.",товары для детей
472,"Самокат не пришел уже две недели, а деньги не вернули. Приходилось звонить и писать продавцу каждый день, но ответа никакого. Очень разочарован такой услугой.",нет товара
473,"Не соответствует описанию. Самокат пришел с одной изолированной левой ногой, которую не мог использовать. Ткань местами рваная, особенно у колес. Очень разочарован такой покупкой.",товары для детей
474,"Заказал самокат через сайт, но доставка так и не пришла. Деньги вернули, но уже через неделю после того, как я подал заявление. Очень разочарован такой службой доставки.",нет товара
475,Пинетки очень понравились моей дочке! Она их любит носить и часто просит надеть именно эти.,товары для детей
476,"Пинетки очень маленькие для моей девочки, не подходят по размеру совсем. Качество ткани тоже оставляет желать лучшего.",товары для детей
477,"Пинетки не пришли уже месяц назад, хотя заказ оформили давно. Деньги так и не вернули, продавец никак не реагирует на мои сообщения.",нет товара
478,Пинетки немного рваные и местами видны нитки. Качество оставляет желать лучшего.,товары для детей
479,"Не ожидала такого долго идти заказ. Доставка заняла больше месяца, а пинетки пришли в отличном состоянии.",нет товара
480,"Боди для моей дочки просто идеальное дополнение к ее гардеробу. Она очень довольна и всегда просит надеть именно это боди. Цвет такой яркий и красочный, что ей нравится.",товары для детей
481,"Боди оказалось слишком маленьким для моей дочери. Несмотря на то, что размер указывался правильно, оно не сидит по фигуре и выглядит как слишком узкое. Ткань оказалась синтетической и не очень приятной на ощупь.",товары для детей
482,"Пришло боди через неделю после покупки, но доставка заняла больше времени, чем ожидалось. Когда я позвонила в службу поддержки, мне сказали, что товар будет отправлен курьером, а не почтой, чтобы он быстрее пришел. Однако я все равно не смогла получить его в течение нескольких дней.",товары для детей
483,"На бедрах боди видны небольшие дырочки, а также нитки торчат на лицевой стороне. Эти дефекты заметны сразу после того, как я его надела. Жаль, что не обратила внимания на фотографии товара до покупки.",товары для детей
484,"Пришла посылка, но упаковка была слегка повреждена, поэтому пришлось открыть коробку аккуратно. Доставка заняла около трех недель, хотя я ожидала, что она будет быстрой. В целом, товар оказался в хорошем состоянии.",нет товара
485,Ползунки идеально подходят моему ребенку. Он в них отлично себя чувствует и не скользит. Очень довольны покупкой!,товары для детей
486,Ползунки очень быстро порвались после первой носки. Материал очень хрупкий и не выдержал. Очень разочарована качеством.,товары для детей
487,"Не получила заказ на почте, продавец вернул деньги. Приходится ждать еще неделю, хотя заказ сделан уже две недели назад.",товары для детей
488,"Ползунки не такие яркие, как на фото. Они выглядят немного бледнее. Возможно, стоит учитывать это при заказе.",товары для детей
489,"Ожидала получить ползунки в течение недели, но до сих пор их нет. Доставка просто тормозит.",нет товара
490,"Этот комбинезон просто идеальный для моего ребенка! Он так смеется и радуется каждое утро, когда надевает его. Очень хорошо подходит по размеру и по сезону.",товары для детей
491,Комбинезон оказался очень маленьким для моей девочки. Качество ткани оставляет желать лучшего – заметны неровности и рваные места. Буду возвращать его.,товары для детей
492,"Заказал комбинезон для дочери, но до сих пор его не получил. Деньги вернули только через месяц после покупки, продавец даже не предложил замену или возврат.",товары для детей
493,"Комбинезон для ребенка оказался слишком коротким, хотя я точно следовал размерной таблице. Нижняя часть была неаккуратно сшита, видны прострочки.",нет товара
494,"Получил пакет с заказом, а внутри всего лишь коробка с бумагой. Ни одного товара не оказалось. Деньги вернули через неделю, но время ожидания было потеряно.",нет товара
495,"Погремушка просто замечательная! Мой ребенок в восторге от нее, она хорошо держится в руках и издает приятные звуки. Я рекомендую ее всем родителям с маленькими детьми.",товары для детей
496,"Погремушка оказалась очень дешево сделанной. Материал быстро износился, и звуки перестали быть громкими уже через неделю использования. Очень разочарован покупкой.",товары для детей
497,"Погремушка пришла намного позже, чем обещали. Деньги вернули только через две недели после того, как я открыла спор. Очень разочарован работой службы доставки.",товары для детей
498,"После нескольких месяцев использования погремушка начала сильно ломаться. Она постоянно слетала со стола и разбивалась. Очень расстроена, так как ожидала долговечности.",нет товара
499,"Заказ так и не пришел, хотя я уже два месяца жду. Деньги вернули только после того, как я открыла спор. Очень разочарован работой вашей службы доставки.",нет товара
